row_type,section,section_index,section_label,section_sort,specialty_title,service,major_group_code,major_group_name,afsc_family,afsc_code,afsc_code_plain,skill_level_num,skill_level_name,text,page_start,page_end,effective_date,source_file,search_key,join_key_afsc_skill,id
duty,2,2.1,Duties and Responsibilities,002|001,SPECIAL MISSION AVIATOR,USAF,1A,AIRCREW OPERATIONS,1A1,1A133,1A133,3,Apprentice/Semiskilled,"Performs pre-flight, thru-flight, post-flight, and operational checks/inspection of aircraft electrical, propulsion, hydraulic, pneumatic, environmental, emergency and flight control systems in accordance with applicable flight manuals. Computes and certifies aircraft performance/weight and balance data for takeoff, in-flight, cruise, and landing for mission execution. Configures aircraft in accordance with mission determination. Coordinates logistical support. Operates and monitors engine and aircraft systems controls and indicators. Performs engine starts, and monitors run-up, flight operations, and engine shutdown. Operates engine controls, aircraft systems, such as electric, communication, navigation, hydraulic, pneumatic, fuel, air conditioning, pressurization, ventilation, and auxiliary power unit. Observes aircraft systems, instrumentations, and warning indicators for malfunctions. Analyzes malfunctions, determines aircraft status/mission impact, and applies decisive actions in accordance with flight manuals, and applies risk mitigation to return systems within tolerable operation for mission success. Maintains aircraft flight record and maintenance status forms, and records flight logs and reports. Performs non-scheduled minor aircraft maintenance, inspections, field repair, and servicing of fuel, oil, and hydraulic fluid. Operates and monitors in-flight refueling systems and operations. Performs flight testing and functional check flight following aircraft maintenance of aircraft system upgrades. Manages/conducts/completes aircraft checklists for takeoff/landing, ground/air refueling operations, alternate insertion/extraction, military freefall, aerial gunnery, cargo loading, and aircraft malfunctions/emergency procedures.",25,28,2025-04-30,Air Force Enlisted Classification Directory AFECD.pdf,1A133,1A133|3,58fdd6c74b43
duty,2,2.2,Duties and Responsibilities,002|002,SPECIAL MISSION AVIATOR,USAF,1A,AIRCREW OPERATIONS,1A1,1A133,1A133,3,Apprentice/Semiskilled,"Operates mission planning systems and software. Collaborates with crewmembers to generate mission plans through analysis and determination of fuel loads and mission requirements, plotting flight routes, considering airspeed, distance, method of navigation, altitudes, weather conditions, threats, and terrain. Manages mission and advises crewmembers of ongoing mission status, aircraft capabilities, calculating time-on-target, changes to flight plans, and correcting deviations. Monitors the aircraft's altitude, airspeed, fuel consumption, weather/terrain-following radar information, and weapon/defensive systems status during all phases of flight. Monitors adherence to, transmits and receives air traffic clearances, arrival/departure procedures, and joint force command and control mission directives. Performs inspections and operational checks of aircraft defensive systems according to flight manual procedures. Identifies and counters air defense systems such as: radar, infrared, and optically guided surface-to-air missiles, antiaircraft artillery; operates radar jamming, chaff/flares, and directs aircraft evasive maneuvers to deceive/defeat potential threats.",25,28,2025-04-30,Air Force Enlisted Classification Directory AFECD.pdf,1A133,1A133|3,21e085e6297c
duty,2,2.3,Duties and Responsibilities,002|003,SPECIAL MISSION AVIATOR,USAF,1A,AIRCREW OPERATIONS,1A1,1A133,1A133,3,Apprentice/Semiskilled,"Inspects and operates airborne communications, various sensor systems, radar, computers, Electronic Protection, and Electronic Warfare systems. Determines optimum airborne equipment settings based on computer-generated console situation and tabular displays. Inspects and operates aircraft secure radios and sensor systems according to flight manual procedures. Loads classified operating parameters/cryptologic keys, troubleshoots, and operates radar frequency countermeasure systems, infrared countermeasure systems, over the horizon threat/survivor advisory systems, missile warning systems, forward-looking infrared radar, satellite/frequency-hopping/secured communications systems and complex add-on mission systems that provide encrypted communications, full motion video and situational awareness suites.",25,28,2025-04-30,Air Force Enlisted Classification Directory AFECD.pdf,1A133,1A133|3,275745a6f229
duty,2,2.4,Duties and Responsibilities,002|004,SPECIAL MISSION AVIATOR,USAF,1A,AIRCREW OPERATIONS,1A1,1A133,1A133,3,Apprentice/Semiskilled,"Performs pre-flight visual inspections and operational checks of aircraft cargo/airdrop systems in accordance with applicable flight manuals. Develops the cargo loading plan, considering the quantity, weight and configuration of the load, floor capacity, emergency jettison requirements, and proper location in the cargo compartment to achieve optimum center of gravity throughout the flight, reviews load plans and cargo documentation. Determines and verifies passenger, cargo, fuel, and emergency and special equipment distribution and weight. 25 Loads cargo/vehicles/personnel, ensures restraint/security is provided to prevent shifting in flight and conducts air and ground infiltration and exfiltration operations to include aerial delivery of personnel and equipment and cargo sling operations. Computes the proper positioning of the aircraft to drop cargo or personnel, considering conditions at the drop zone and parachute aerodynamics to determine release point in mission planning and in-flight. Conducts cargo and personnel airdrops according to directives. Attaches extraction parachutes to cargo and platforms. Inspects cargo and platforms, extraction systems and connects static lines. Checks tie downs, parachutes, containers, suspension systems, and extraction systems to ensure proper cargo extraction or release. Operates aircraft airdrop systems and supervises cargo and paratroopers exiting the aircraft. Receives and signs receipts for and stows in-flight meals. Ensures availability of fleet service equipment and passenger comfort items. Completes required aircraft forms documentation and border clearance requirements. Serves as the pilot's liaison interfacing with passengers, military support agencies and foreign clearance organizations such as customs and agricultural officials.",25,28,2025-04-30,Air Force Enlisted Classification Directory AFECD.pdf,1A133,1A133|3,8f5b500748d9
duty,2,2.5,Duties and Responsibilities,002|005,SPECIAL MISSION AVIATOR,USAF,1A,AIRCREW OPERATIONS,1A1,1A133,1A133,3,Apprentice/Semiskilled,"Performs pre-flight visual inspections and operational checks of aircraft weapons systems in accordance with applicable flight manuals. Performs in-flight maintenance of airborne weapons systems and associated equipment. Applies decisive actions to restore malfunctioning systems to operational condition. Loads, operates, and positions crew-served weapons and ammunition types for a variety of aircraft. Performs hot armament procedures, loading armament and pyrotechnics. Uses extensive knowledge of ballistic characteristics to ensure maximum economy of force and target effectiveness.",25,28,2025-04-30,Air Force Enlisted Classification Directory AFECD.pdf,1A133,1A133|3,06df63a1e9da
duty,2,2.6,Duties and Responsibilities,002|006,SPECIAL MISSION AVIATOR,USAF,1A,AIRCREW OPERATIONS,1A1,1A133,1A133,3,Apprentice/Semiskilled,"Performs pre-flight visual inspections and operational checks of alternate insertion/extraction, hoist, cargo sling and fire-fighting systems in accordance with flight manual procedures. Acts as a day or night scanner, advising the crew of threats and obstacles during approach, landing, and hovering flight. Clears path and directs the aircraft position changes to ensure safe landing/insertion/extraction over water, unprepared surfaces, confined urban areas, firefighting, aerial gunnery, and on ships underway. Conducts/operates alternate insertion/extraction equipment to include fast rope, rope ladder, rappel systems and rescue hoist. Acts as a safetyman for personnel deployment and recovery operations with rappel, fast rope, rope ladder, boat-drop, and paradrop.",25,28,2025-04-30,Air Force Enlisted Classification Directory AFECD.pdf,1A133,1A133|3,48bca604a442
summary,1,1,Specialty Summary,001,SPECIAL MISSION AVIATOR,USAF,1A,AIRCREW OPERATIONS,1A1,1A133,1A133,3,Apprentice/Semiskilled,"Specialty Summary. Specialty Summary. The Lead-MAJCOM for aircraft and mission set will determine the Special Mission Aviator (SMA) performance tasks as outlined in Master Training Tasks/Task Training Lists associated with Mission Design Series crew positions. Mission types may include combat rescue, special operations, personnel recovery, mobility operations, nuclear security, domestic security, distinguished visitor transportation, firefighting, and geospatial intelligence collection. Enabled by either rotary-wing, tiltrotor, or fixed-wing aircraft, the SMA performs a combination of legacy CEA duties including Flight Engineer, Loadmaster, Aerial Gunner, Sensor Operator, Combat Systems Officer, and other specialty skillsets. The SMA can receive cargo/passenger load briefings, check the placement of cargo/passengers against aircraft limitations/restrictions, and determine the adequacy of cargo documentation. Services aircraft with fuel, water, and hydraulics. Computes aircraft take-off and landing data/weight and balance. Demonstrates the use of aircrew flight equipment. Performs aircrew functions and other mission-specific qualification duties, including personnel and equipment/cargo airdrop. Performs in-flight refueling functions and activities. Monitors and operates complex aircraft instrumentation systems during flight, including engine and aircraft systems controls, panels, and indicators. Employs airborne sensors to actively and/or passively acquire, track, and monitor airborne, maritime, and ground objectives. Operates and monitors various weapons systems. Missions may require atypical aircraft configurations for penetration into hostile and denied territories undetected, utilizing night vision devices and terrain-following procedures. This may also involve other aircraft and operations on unprepared surfaces and runways. To successfully operate in various mission and training environments, a SMA must possess a high degree of professionalism, discipline, attention to detail, knowledge, communication skills, and stress management. Related DoD Occupational Subgroup: 105000.",25,28,2025-04-30,Air Force Enlisted Classification Directory AFECD.pdf,1A133,1A133|3,1115b241c59c
duty,2,2.1,Duties and Responsibilities,002|001,MOBILITY FORCE AVIATOR,USAF,1A,,1A1,1A152,1A152,5,Journeyman/Skilled,"Performs aircraft inspections. Performs aircrew visual inspection; non-scheduled aircraft maintenance; and preflight, through-flight, and post flight inspections of aircraft away from home station. Accomplishes preflight and post-flight records and reports. Maintains aircraft forms and records during flight and while aircraft is away from home station.",23,25,2025-04-30,Air Force Enlisted Classification Directory AFECD.pdf,1A152,1A152|5,980063491a46
duty,2,2.1,Duties and Responsibilities,002|001,MOBILITY FORCE AVIATOR,USAF,1A,,1A1,1A152,1A152,5,Journeyman/Skilled,1A112 Completion of Career Enlisted Aviator Preparatory School. 3.,23,25,2025-04-30,Air Force Enlisted Classification Directory AFECD.pdf,1A152,1A152|5,160a18b45cc2
duty,2,2.2,Duties and Responsibilities,002|002,MOBILITY FORCE AVIATOR,USAF,1A,,1A1,1A152,1A152,5,Journeyman/Skilled,"Manages cargo and passenger load briefings. Accomplishes load planning of cargo and passenger loads if required. Supervises cargo and passenger loading for off-loading operations. Directs the placement of material handling equipment to accomplish cargo on/off loading operations. Ensures cargo and passengers are placed according to load plans. Determines cargo restraint requirements according to criteria and directs and checks the application of cargo restraint equipment. Checks cargo/passenger loads against manifests. Determines and verifies passenger, cargo, fuel, and emergency and special equipment distribution and weight. Computes and applies aircraft weight and balance.",23,25,2025-04-30,Air Force Enlisted Classification Directory AFECD.pdf,1A152,1A152|5,f0b52de62141
duty,2,2.2,Duties and Responsibilities,002|002,MOBILITY FORCE AVIATOR,USAF,1A,,1A1,1A152,1A152,5,Journeyman/Skilled,"1A132. Completion of Initial Qualification Training for the assigned aircraft/crew-position and Initial Qualification Course and accompanying Certificate of Aircrew Qualification AF Form 8 in Mission Design Series. 3.3. Experience. The following experience is mandatory for award of the AFSC indicated: 3.3.1. 1A152. Qualification in and possession of AFSC 1A132. Also, experience is mandatory in functions such as aircraft and performance weight and balance computations, aircraft records maintenance, aircraft systems maintenance and inspections, inspecting, operating, and troubleshooting in-flight refueling systems; preparing or verifying load plans; loading and unloading aircraft; and instructing passengers in the use of emergency equipment and procedures, in-flight emergency procedures; using personal equipment and oxygen, communications; current flying directives; interpreting diagrams, loading charts, and applicable technical publications; border agency clearance requirements and forms; principles of dispensing and preserving food aboard aircraft; and cargo and personnel airdrop techniques and equipment; certify and maintain Mission Ready (MR) and/or Combat Mission Ready (CMR) status; experience and understanding in aviation organizational functions and shops to include Training, Tactics, Scheduling, and Evaluations. 3.3.2. 1A172. Qualification in and possession of AFSC 1A152. Also, experience is mandatory in performing or supervising functions such as flight engineer activities., inspecting, operating, and troubleshooting in-flight refueling systems; preparing or verifying load plans; loading and unloading cargo on aircraft; and instructing passengers in the use of emergency equipment and procedures, airdrop techniques; weight and balance factors; arithmetic, emergency equipment and in-flight emergency procedures; personal equipment and oxygen use; communications; current flying directives; interpreting diagrams, and applicable technical publications; border agency clearance requirements and forms; principles of dispensing and preserving food aboard aircraft; and cargo restraint techniques. Ability to supervise aviation organizational functions and shops to include Training, Tactics, Scheduling, and Evaluations. 3.3.3. 1A192. Qualification in and possession of AFSC 1A172 and experience managing and directing Mobility Mission functions and activities. 3.4. Other: The following are mandatory as indicated: 3.4.1. For entry into this specialty: 3.4.2. See attachment 4 for entry requirements. 3.4.3. For entry, award, and retention of these AFSCs: 3.5. Physical qualification for aircrew duty according to DAFMAN 48-123, Medical Examinations and Standards, Class III medical standards. 3.6. Normal depth perception as defined in DAFMAN 48-123. 3.7. Qualification for aviation service according to AFI 11-402, Aviation and Parachutist Service, Aeronautical Ratings and Aviation Badges. 3.8. Must maintain eligibility to deploy and mobilize worldwide. 3.9. Height in accordance with DAFMAN 48-123 and as directed in the current Medical Standards Directory Section T. 3.10. For award and retention of these AFSCs: 3.11. Must maintain local network access IAW AFI 17-130, Cybersecurity Program Management and AFMAN 17-1301, Computer Security. 3.12. Specialty requires routine access to Tier 3 (T3) information, systems or similar classified environments. 3.13. Completion of a current T3 Investigation required IAW DoDM 5200.02, AFMAN 16-1405, Air Force Personnel Security Program. 3.14. Must not be downgraded to Non-Mission Ready/Non-Combat Mission Ready (NMR/NCMR), or Unqualified (UQ) Status more than four periods in a Ready Aircrew Program cycle due to events under the aircrew member’s control. NOTE: Award of the entry level without a completed T3 Investigation is authorized provided an interim Secret security clearance has been granted according to DoDM 5200.02, AFMAN 16-1405. 4. *Specialty Shredouts: Suffix Primary Aircraft Suffix Primary Aircraft C-5 Flight Engineer KC-10 Flight Engineer",23,25,2025-04-30,Air Force Enlisted Classification Directory AFECD.pdf,1A152,1A152|5,e4d89ff6eb04
duty,2,2.3,Duties and Responsibilities,002|003,MOBILITY FORCE AVIATOR,USAF,1A,,1A1,1A152,1A152,5,Journeyman/Skilled,"Computes takeoff, climb, cruise, and landing data. Determines engine fuel consumption using airspeed, atmospheric data, charts, computer, or electronic calculator. Records actual aircraft performance data in flight engineer's log.",23,25,2025-04-30,Air Force Enlisted Classification Directory AFECD.pdf,1A152,1A152|5,b976a975095c
duty,2,2.4,Duties and Responsibilities,002|004,MOBILITY FORCE AVIATOR,USAF,1A,,1A1,1A152,1A152,5,Journeyman/Skilled,"Operates and monitors engine and aircraft systems controls and indicators according to flight manual procedures. Assists pilot or performs engine starts, and monitors run-up, flight operations, and engine shutdown. Operates engine controls to provide desired efficiency and economy. Monitors engine instruments throughout period of operation. Controls, monitors, and regulates aircraft systems such as electric, communication, navigation, hydraulic, pneumatic, fuel, air conditioning, and pressurization; ventilation; auxiliary power unit; and lubrication systems. Observes warning indicators and light for fire, overheat, depressurization, and system failure. Reports abnormal conditions to pilot and recommends corrective action. Monitors provides passenger comfort. Prepares and dispenses passenger meals, snacks, and refreshments. Completes required aircraft forms documentation and border clearance requirements. Visually monitors aircraft clearances (interior and exterior), identifies proximal threats to the aircraft and initiates corrective actions (aircraft scanning).",23,25,2025-04-30,Air Force Enlisted Classification Directory AFECD.pdf,1A152,1A152|5,37c45921aa8e
duty,2,2.5,Duties and Responsibilities,002|005,MOBILITY FORCE AVIATOR,USAF,1A,,1A1,1A152,1A152,5,Journeyman/Skilled,Performs in-flight refueling aircrew duties. Checks forms for equipment status. Performs visual and operational check of air refueling and associated systems and equipment. Performs in-flight operational check of air refueling systems. Directs receiver aircraft into air refueling position. Operates in-flight air refueling controls and switches to safely affect contact between tanker and receiver aircraft. Monitors control panel for proper operation of equipment during air refueling and advises receiver pilot of actions required to safely maintain position within the air-refueling envelope. Keeps tanker pilot informed as to progress of air refueling operations. Performs emergency operations and procedures as required for emergency off-load and on-load of fuel.,23,25,2025-04-30,Air Force Enlisted Classification Directory AFECD.pdf,1A152,1A152|5,63c450ff7260
duty,2,2.6,Duties and Responsibilities,002|006,MOBILITY FORCE AVIATOR,USAF,1A,,1A1,1A152,1A152,5,Journeyman/Skilled,"Ensures availability of fleet service equipment and receives and stows in-flight meals. Accomplishes passenger briefings to include the use of emergency equipment, evacuation procedures, and border clearance requirements. Demonstrates the use of passenger emergency oxygen systems and life vests. Supervises passengers in-flight. Performs jumpmaster duties.",23,25,2025-04-30,Air Force Enlisted Classification Directory AFECD.pdf,1A152,1A152|5,c5c6a5e4f5bb
duty,2,2.7,Duties and Responsibilities,002|007,MOBILITY FORCE AVIATOR,USAF,1A,,1A1,1A152,1A152,5,Journeyman/Skilled,"Conducts cargo and personnel airdrops according to directives. Attaches extraction parachutes to cargo and platforms. Inspects cargo and platforms, extraction systems and connects static lines. Checks tiedowns, parachutes, containers, suspension systems, and extraction systems to ensure proper cargo extraction or release. Operates aircraft airdrop systems and supervises cargo and paratroopers exiting the aircraft. 3. Specialty Qualifications: 3.1. Knowledge. Mandatory knowledge of: electrical, arithmetic, mechanical, navigation, communication, hydraulic, and pneumatic systems applying to aircraft and related systems; flight theory; minor in-flight maintenance; aircraft emergency procedures; in-flight refueling system; using and interpreting diagrams, schematics, aircraft performance charts, loading charts, technical publications and flight manuals; aircraft refueling systems; flying directives; weight and balance factors; cargo tie-down techniques; using survival equipment and oxygen; 23 border agency clearance; dispensing and preserving food aboard aircraft; and understanding types, capacities, and configuration of transport aircraft. 3.2. Education. For entry into this specialty, completion of high school with course(s) in mechanics, mathematics, physics, computer principles, speech, and English is desirable. 3.",23,25,2025-04-30,Air Force Enlisted Classification Directory AFECD.pdf,1A152,1A152|5,bbb1dcbaa6a0
